imdb_id,name,total_gross,total_num_of_shows,avg_ticket_price,tota_num_of_attendees
tt0096438,WHO FRAMED ROGER RABBIT?,539,4,8.0,16.75
tt0099785,HOME ALONE - MUST END TONIGHT!,881,4,8.0,27.5
tt0366548,HAPPY FEET,278,4,8.0,8.625
tt0469021,ALAN PARTRIDGE (MUST END TONIGHT!),656,4,8.0,20.5
tt0478970,ANT-MAN - MUST END TONIGHT!,957,4,8.0,29.875
tt0481499,THE CROODS,368,4,8.0,11.5
tt0864835,MR. PEABODY AND SHERMAN,613,4,8.0,19.125
tt1047011,THE UNFINISHED SONG,197,4,7.0,7.0
tt1206543,OUT OF THE FURNACE,597,4,8.0,18.625
tt1486834,WHAT IF (MUST END TONIGHT!!),540,4,8.0,16.875
tt1535109,CAPTAIN PHILLIPS,914,4,8.0,28.5
tt1647668,MILLION DOLLAR ARM,805,4,8.0,25.125
tt1658801,FREEHELD,305,4,8.0,9.5
tt1785612,THE PUNK SINGER,754,4,8.0,23.5
tt1798684,SOUTHPAW - MUST END TONIGHT!,605,4,8.0,18.875
tt1824254,WE STEAL SECRETS: THE STORY OF WIKILEAKS,533,4,6.0,22.1666666666667
tt1907707,LUV,228,4,6.0,9.5
tt1931388,BEWARE OF MR. BAKER (2 for 1 Wednesday),435,4,6.0,18.0
tt1978480,"MOSQUITA Y MARI (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/307627"">Purchase Tickets Online</a>)",1230,4,6.5,47.2307692307692
tt1979320,RUSH,628,4,8.0,19.625
tt1981115,THOR: THE DARK WORLD,947,4,8.0,29.5
tt2017038,ALL IS LOST,932,4,8.0,29.125
tt2097298,"MCFARLAND, USA",681,4,8.0,21.25
tt2179136,AMERICAN SNIPER,544,4,8.0,17.0
tt2187884,ESCAPE FROM TOMORROW,696,4,8.0,21.75
tt2231212,BREASTMILK (Baby Brigade) (<a target=”_blank” href=http://brownpapertickets.com/event/700162>Purchase Tickets Online</a>),252,4,8.0,7.875
tt2261331,BLACK SEA--MUST END TONIGHT!!,592,4,8.0,18.5
tt2265171,THE RAID 2,757,4,8.0,23.625
tt2355540,CUTIE AND THE BOXER (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/589293>Purchase Tickets Online</a>),514,4,8.0,16.0
tt2378281,INSTRUCTIONS NOT INCLUDED,402,4,8.0,12.5
tt2381249,MISSION: IMPOSSIBLE - ROGUE NATION - MUST END TONIGHT!,423,4,8.0,13.125
tt2381335,FED UP,356,4,8.0,11.125
tt2395155,"BIRTH STORY: Ina May Gaskin and the Farm Midwives (Baby Brigade) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/360824"">Purchase Tickets Online</a>",1594,4,6.0,66.3333333333333
tt2406422,WALKING THE CAMINO,2158,4,8.0,67.375
tt2440910,ONE COUCH AT A TIME (Doc Night)(<a target=”_blank” href=http://brownpapertickets.com/event/503837>Purchase Tickets Online</a>),698,4,8.0,21.75
tt2452254,CLOUDS OF SILS MARIA - MUST END TONIGHT!,319,4,8.0,9.875
tt2545088,AMERICAN PROMISE (Doc Night)(<a target=”_blank” href=http://brownpapertickets.com/event/509087>Purchase Tickets Online</a>),1732,4,8.5,50.9411764705882
tt2554274,CRIMSON PEAK - MUST END TONIGHT!,760,4,8.0,23.75
tt2624412,BOULEVARD,424,4,8.0,13.25
tt2654360,DECEPTIVE PRACTICE,326,4,8.0,10.125
tt2756032,THE ONE I LOVE,889,4,8.0,27.75
tt2782392,LITTLE SAINTS (<a target=”_blank” href=http://brownpapertickets.com/event/1419249>Purchase Tickets Online</a>),3230,4,8.33333333333333,96.84
tt2844798,WHITE GOD--MUST END TONIGHT!!,795,4,8.0,24.75
tt2852406,OMAR,475,4,8.0,14.75
tt3063516,BAD GRANDPA,565,4,8.0,17.625
tt3165612,SLEEPING WITH OTHER PEOPLE,544,4,8.0,17.0
tt3168230,MR. HOLMES--MUST END TONIGHT!!,770,4,8.0,24.0
tt3183630,BOY AND THE WORLD (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/401?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),800,4,8.0,25.0
tt3263996,THE OVERNIGHTERS,340,4,8.5,10.0
tt3264102,RED ARMY,253,4,8.0,7.875
tt3399112,NO NO: A DOCKUMENTARY--MUST END TONIGHT!!,910,4,8.0,28.375
tt3409392,TIMBUKTU--MUST END TONIGHT!!,970,4,8.0,30.25
tt3521134,THE LOOK OF SILENCE -- MUST END TONIGHT!!,587,4,8.0,18.25
tt3623726,RICKI AND THE FLASH,368,4,8.0,11.5
tt3707114,JANIS: LITTLE GIRL BLUE - MUST END TONIGHT!,816,4,8.0,25.5
tt3997238,DO I SOUND GAY?,536,4,8.0,16.75
tt4104022,PEOPLE PLACES THINGS,910,4,8.0,28.375
tt4178092,THE GIFT--MUST END TONIGHT!!,1176,4,8.0,36.75
tt4270516,GRANDMA,407,4,8.0,12.625
tt0013442,"NOSFERATU, featuring live accompaniment by Invincible Czars (<a target=”_blank” href=http://www.brownpapertickets.com/event/2518370>Purchase Tickets Online</a>)",2256,3,10.0,75.2
tt0045464,"THE 5,000 FINGERS OF DR. T (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/356414"">Purchase Tickets Online</a>)",312,3,6.0,17.3333333333333
tt0059742,THE SOUND OF MUSIC (New Parkway Family Classics),441,3,6.0,24.5
tt0067185,HAROLD and MAUDE (Parkway Classics),1211,3,7.0,57.5714285714286
tt0072431,YOUNG FRANKENSTEIN (<a target=”_blank” href=http://brownpapertickets.com/event/2262684>Purchase Tickets Online</a>),916,3,8.0,38.125
tt0081505,THE SHINING (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2253263>Purchase Tickets Online</a>),2509,3,8.66666666666667,96.4615384615385
tt0083658,BLADE RUNNER (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/335?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),2326,3,8.0,96.875
tt0084503,"PINK FLOYD THE WALL (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/342188"">Purchase Tickets Online</a>)",299,3,6.66666666666667,14.85
tt0087182,DUNE (<a target=”_blank” href=http://brownpapertickets.com/event/2468834>Purchase Tickets Online</a>),2432,3,8.0,101.25
tt0088178,STOP MAKING SENSE ~~ presented with SpinningPlatters.com,1695,3,6.66666666666667,84.75
tt0088763,BACK TO THE FUTURE (New Parkway Family Classics),1029,3,6.66666666666667,51.45
tt0089218,GOONIES (Parkway Classics),1991,3,7.33333333333333,90.4090909090909
tt0093437,THE LOST BOYS (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/2406227>Purchase Tickets Online</a>),2184,3,8.0,91.0
tt0096446,"WILLOW - Brand New, Remastered DCP! (New Parkway Family Classics)",456,3,6.0,25.3333333333333
tt0117008,MATILDA (New Parkway Family Classics),590,3,6.66666666666667,29.4
tt0119116,"THE FIFTH ELEMENT (Party at the Parkway) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/406336"">Purchase Tickets Online</a>",2084,3,7.0,99.1428571428571
tt0246578,"DONNIE DARKO (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/409076"">Purchase Tickets Online</a>)",791,3,6.66666666666667,39.45
tt0248845,HEDWIG AND THE ANGRY INCH (Spectrum Queer Media),1015,3,6.66666666666667,50.7
tt0424359,A POEM IS A NAKED PERSON,415,3,8.66666666666667,15.9230769230769
tt0455944,THE EQUALIZER,341,3,8.0,14.125
tt1091191,LONE SURVIVOR,289,3,8.0,12.0
tt1096999,"EVOLUTION OF A CRIMINAL, co-presented by Broaklyn Film and Theater Co. (<a target=”_blank” href=http://brownpapertickets.com/event/972953>Purchase Tickets Online</a>)",516,3,8.0,21.5
tt1179031,COLD IN JULY,482,3,8.0,20.0
tt1205537,JACK RYAN: SHADOW RECRUIT,152,3,8.0,6.25
tt1276962,HOW TO MAKE MONEY SELLING DRUGS,330,3,6.66666666666667,16.5
tt1638364,THE ARMSTRONG LIE(<a target=”_blank” href=http://brownpapertickets.com/event/535744>Purchase Tickets Online</a>),459,3,8.0,19.125
tt1700845,THE INVISIBLE WOMAN,160,3,8.0,6.625
tt1776086,BETTIE PAGE REVEALS IT ALL! (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/535230>Purchase Tickets Online</a>),366,3,8.0,15.25
tt1809398,UNBROKEN (Baby Brigade),654,3,8.0,27.25
tt1843866,CAPTAIN AMERICA: WINTER SOLDIER,786,3,8.0,32.75
tt1861281,BATTLE FOR BROOKLYN,512,3,8.0,21.25
tt1872181,THE AMAZING SPIDERMAN 2,398,3,8.0,16.5
tt1895587,SPOTLIGHT (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/535?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),1438,3,8.0,59.875
tt1951181,THE IMMIGRANT,352,3,8.0,14.625
tt2024519,BROKEN CIRCLE BREAKDOWN,464,3,8.0,19.25
tt2058107,THE RAILWAY MAN--MUST END TONIGHT!!,264,3,8.0,11.0
tt2083355,THE BEST MAN HOLIDAY,368,3,8.0,15.25
tt2174896,TO BE TAKEI (MUST END TONIGHT!!),284,3,8.0,11.75
tt2211970,THE BOY WHO FLIES,360,3,8.66666666666667,13.8461538461538
tt2215077,HALF OF A YELLOW SUN (Baby Brigade),296,3,8.0,12.25
tt2245003,MISS YOU ALREADY (Baby Brigade),188,3,8.0,7.75
tt2322482,IF YOU BUILD IT (<a target=”_blank” href=http://brownpapertickets.com/event/634725>Purchase Tickets Online</a>),394,3,8.66666666666667,15.1153846153846
tt2338424,TUMBLEDOWN (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/363?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),165,3,8.0,6.875
tt2378401,MEET THE PATELS,336,3,8.0,14.0
tt2382396,JOE (MUST END TONIGHT!),511,3,8.0,21.25
tt2398231,THE HOMESMAN,259,3,8.0,10.75
tt2404461,THE PAST,558,3,8.0,23.25
tt2474024,THE LAST FIVE YEARS,176,3,8.0,7.25
tt2486682,THE SQUARE,484,3,8.0,20.125
tt2488496,STAR WARS: THE FORCE AWAKENS (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/536?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),1443,3,8.0,60.125
tt2492916,MUSCLE SHOALS,318,3,8.0,13.25
tt2614684,'71 (MUST END TONIGHT!!),152,3,8.0,6.25
tt2654562,THE GHOSTS IN OUR MACHINE <a target=”_blank” href=http://brownpapertickets.com/event/712212>(Purchase Tickets Online)</a>,184,3,8.0,7.625
tt2764784,PHOENIX,344,3,8.0,14.25
tt2784678,TOP FIVE--MUST END TONIGHT!!,533,3,8.0,22.125
tt2802154,LEVIATHAN - MUST END TONIGHT!,323,3,8.0,13.375
tt2852470,THE MISSING PICTURE (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/686947>Purchase Tickets Online</a>),206,3,8.0,8.5
tt2888046,IP MAN--MUST END TONIGHT!!,484,3,8.0,20.125
tt2891174,99 HOMES,184,3,8.0,7.625
tt2937898,A MOST VIOLENT YEAR,772,3,8.0,32.125
tt2960470,WHY WE RIDE,272,3,8.0,11.25
tt3007512,THE WATER DIVINER,253,3,8.0,10.5
tt3064298,MAN UP - MUST END TONIGHT!,576,3,8.0,24.0
tt3074780,SUPERMENSCH: THE LEGEND OF SHEP GORDON (Baby Brigade),113,3,8.0,4.625
tt3093546,"LISTEN UP, PHILIP--MUST END TONIGHT!!",433,3,8.0,18.0
tt3121332,NASTY BABY,213,3,8.0,8.875
tt3279124,LAST DAYS IN VIETNAM,392,3,8.0,16.25
tt3297554,ANIMALS,104,3,8.0,4.25
tt3322364,CONCUSSION--MUST END TONIGHT!!,456,3,8.0,19.0
tt3385334,NAZ AND MAALIK--MUST END TONIGHT!! (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/370?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),301,3,8.0,12.5
tt3499048,GUEROS - MUST END TONIGHT!,460,3,8.0,19.125
tt3505712,TIME OUT OF MIND (Baby Brigade),205,3,8.0,8.5
tt3704416,DIGGING FOR FIRE (Baby Brigade),344,3,8.0,14.25
tt3813310,COP CAR (Baby Brigade),176,3,8.0,7.25
tt4126304,CARTEL LAND - MUST END TONIGHT!,464,3,8.0,19.25
tt4126312,"3 1/2 MINUTES, 10 BULLETS - MUST END TONIGHT!",615,3,8.0,25.625
tt4157220,IRIS,321,3,8.0,13.375
tt4288636,JAMES WHITE--MUST END TONIGHT!!,338,3,8.0,14.0
tt4370926,A GAY GIRL IN DAMASCUS: THE AMINA PROFILE - MUST END TONIGHT!,179,3,8.0,7.375
tt4643580,UN GALLO CON MUCHOS HUEVOS,80,3,8.0,3.25
tt0022286,THE PUBLIC ENEMY ~~ SF Beer Week,554,2,6.0,46.1666666666667
tt0037120,NATIONAL VELVET (New Parkway Family Classics),119,2,6.0,9.83333333333333
"tt0048980,tt0044518",THE RED BALLOON AND WHITE MANE (New Parkway Family Classics),245,2,8.0,15.25
tt0054215,PSYCHO (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/330?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),495,2,8.0,30.875
tt0058182,A HARD DAY'S NIGHT (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/1017438>Purchase Tickets Online</a>),658,2,8.0,41.125
tt0062803,CHITTY CHITTY BANG BANG (New Parkway Family Classics),191,2,6.0,15.8333333333333
tt0066256,PUFNSTUF (New Parkway Family Classics),228,2,8.0,14.25
tt0069089,"PINK FLAMINGOS (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/378119"">Purchase Tickets Online</a>",771,2,7.0,55.0
tt0070016,CHARLOTTE'S WEB (New Parkway Family Classics),534,2,6.0,44.5
tt0071222,BLACK CHRISTMAS (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/970165>Purchase Tickets Online</a>),232,2,8.0,14.5
tt0071230,BLAZING SADDLES,190,2,6.0,15.8333333333333
tt0071517,"FOXY BROWN (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/383986"">Purchase Tickets Online</a>",914,2,7.0,65.2857142857143
tt0076162,HAUSU (Halloween) (<a target=”_blank” href=http://brownpapertickets.com/event/2383453>Purchase Tickets Online</a>),1368,2,8.0,85.5
tt0079588,THE MUPPET MOVIE (New Parkway Family Classics),434,2,6.0,36.1666666666667
tt0079813,ROCK N' ROLL HIGH SCHOOL (<a target=”_blank” href=http://www.brownpapertickets.com/event/441931>Purchase Tickets Online</a>),600,2,7.0,42.8571428571429
tt0080057,Lucio Fulci's ZOMBI 2 (Parkway Grindhouse),344,2,6.0,28.6666666666667
tt0080120,THE WARRIORS (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/433197>Purchase Tickets Online</a>),582,2,7.0,41.5714285714286
tt0081353,POPEYE (Robin Williams Tribute) (<a target=”_blank” href=http://brownpapertickets.com/event/845446>Purchase Tickets Online</a>),164,2,8.0,10.25
tt0082340,"ESCAPE FROM NEW YORK - New 5.1 Surround Sound Digital Print! (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/392287"">Purchase Tickets Online</a>)",1124,2,8.0,70.25
tt0082694,THE ROAD WARRIOR (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2245430>Purchase Tickets Online</a>),796,2,8.0,49.75
tt0082971,RAIDERS OF THE LOST ARK (Parkway Classics),1098,2,7.0,78.4285714285714
tt0083791,THE DARK CRYSTAL (New Parkway Family Classics),275,2,8.0,17.125
tt0084649,SECRET OF NIMH (New Parkway Family Classics),206,2,6.0,17.1666666666667
tt0087363,GREMLINS (Blockbuster Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2468100>Purchase Tickets Online</a>),728,2,8.0,45.5
tt0087800,NIGHTMARE ON ELM STREET (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/903483>Purchase Tickets Online</a>),604,2,8.0,37.75
tt0088258,THIS IS SPINAL TAP (Reel Rock) (<a target=”_blank” href=http://brownpapertickets.com/event/1099939>Purchase Tickets Online</a>),1230,2,8.0,76.875
tt0088323,THE NEVERENDING STORY (New Parkway Family Classics),516,2,6.0,43.0
tt0089877,RAINBOW BRITE AND THE STAR STEALER (New Parkway Family Classics),160,2,8.0,10.0
tt0089907,"RETURN OF THE LIVING DEAD, hosted by Mistress Persephone (<a target=”_blank” href=http://brownpapertickets.com/event/2261541>Purchase Tickets Online</a>)",720,2,8.0,45.0
tt0089994,SESAME STREET PRESENTS: FOLLOW THAT BIRD (New Parkway Family Classics),460,2,8.0,28.75
tt0090605,ALIENS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1228959>Purchase Tickets Online</a>),1849,2,9.0,102.666666666667
tt0090633,AN AMERICAN TAIL (New Parkway Family Classics),282,2,6.0,23.5
tt0090756,"BLUE VELVET (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/342653"">Purchase Tickets Online</a>",784,2,7.0,56.0
tt0091419,LITTLE SHOP OF HORRORS (Reel Rock) (<a target=”_blank” href=http://brownpapertickets.com/event/893976>Purchase Tickets Online</a>),642,2,8.0,40.125
tt0091790,PRETTY IN PINK (Parkway Classics),294,2,6.0,24.5
tt0092076,TEXAS CHAINSAW MASSACRE 2 (Parkway Grindhouse),168,2,6.0,14.0
tt0092890,DIRTY DANCING (Blockbusters) (<a target=”_blank” href=http://brownpapertickets.com/event/2403673>Purchase Tickets Online</a>),1418,2,8.0,88.625
tt0094625,AKIRA (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1633707>Purchase Tickets Online</a>),1047,2,8.0,65.375
tt0095016,DIE HARD (Blockbuster Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2491643>Purchase Tickets Online</a>),356,2,8.0,22.25
tt0095489,THE LAND BEFORE TIME (New Parkway Family Classics),417,2,5.0,41.6
tt0096256,THEY LIVE,1428,2,7.0,102.0
tt0097523,"HONEY, I SHRUNK THE KIDS (New Parkway Family Classics)",332,2,6.0,27.6666666666667
tt0099878,THE JETSONS - THE MOVIE,239,2,8.0,14.875
tt0101889,FISHER KING (Robin Williams Tribute) (<a target=”_blank” href=http://brownpapertickets.com/event/845455>Purchase Tickets Online</a>),352,2,8.0,22.0
tt0106677,"DAZED AND CONFUSED (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/375350"">Purchase Tickets Online</a>",469,2,7.0,33.4285714285714
tt0110912,"PULP FICTION (Parkway Classics) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/378056"">Purchase Tickets Online</a>",858,2,7.0,61.2857142857143
tt0112682,La cité des enfants perdus THE CITY OF LOST CHILDREN (Cinéma du Monde),1068,2,7.0,76.2857142857143
tt0112697,CLUELESS (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/1856835>Purchase Tickets Online</a>),1569,2,8.0,98.0
tt0117603,"SET IT OFF, featuring a post-film discussion (Bechdel Test Movie Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/354?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>SOLD OUT BUT SECOND SHOW ADDED--BUY ADVANCE TICKETS</a>)",2130,2,9.0,118.333333333333
tt0117802,SWINGERS (Parkway Classics),72,2,6.0,6.0
tt0119217,GOOD WILL HUNTING (Robin Williams Tribute),504,2,8.0,31.5
tt0120630,CHICKEN RUN (New Parkway Family Classics),426,2,6.0,35.5
tt0137523,FIGHT CLUB (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/830913>Purchase Tickets Online</a>),774,2,8.0,48.375
tt0164912,STUART LITTLE (New Parkway Family Classics),120,2,6.0,10.0
tt0241303,CHOCOLAT (<a target=”_blank” href=http://brownpapertickets.com/event/686893>Purchase Tickets Online</a>),230,2,8.0,14.375
tt0241527,HARRY POTTER AND THE SORCERER'S STONE (New Parkway Family Classics),289,2,8.0,18.0
tt0289408,THE POWERPUFF GIRLS (New Parkway Family Classics),225,2,8.0,14.0
tt0338348,THE POLAR EXPRESS (New Parkway Family Classics),452,2,8.0,28.25
tt0345950,THE SPONGEBOB SQUAREPANTS MOVIE (New Parkway Family Classics),284,2,8.0,17.75
tt0351283,MADAGASCAR (New Parkway Family Classics),405,2,6.0,33.6666666666667
tt0359281,"FLAG WARS (<a target=""_blank"" href=""http://bkoak2.eventbrite.com/"">Purchase Tickets Online</a>)",828,2,8.0,51.75
tt0367279,"ARRESTED DEVELOPMENT Season 4 Part 2 (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/392093"">Purchase Tickets Online</a>)",770,2,5.0,77.0
tt0428803,MARCH OF THE PENGUINS (New Parkway Family Classics),432,2,8.0,27.0
tt0437800,AKEELAH AND THE BEE (New Parkway Family Classics),135,2,8.0,8.375
tt0441773,KUNG FU PANDA (New Parkway Family Classics),243,2,6.0,20.1666666666667
tt0468492,THE HOST (Oppa Oakland Style),300,2,6.0,25.0
tt0969345,Spectrum Queer Media Presents: STRANGE FRAME (<a target=”_blank” href=http://www.brownpapertickets.com/event/441847>Purchase Tickets Online</a>),635,2,6.0,52.8333333333333
tt1172203,SITA SINGS THE BLUES (New Parkway Family Classics),268,2,6.0,22.3333333333333
tt1204342,THE MUPPETS (New Parkway Family Classics),492,2,6.0,41.0
tt1233334,"PARIAH (Spectrum Queer Media) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/417938 "">Purchase Tickets Online</a>",444,2,7.0,31.7142857142857
tt1340803,"CHEECH & CHONG'S ANIMATED MOVIE (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/360279"">Purchase Tickets Online</a>)",192,2,6.0,16.0
tt1376213,THE ADVENTURER: CURSE OF THE MIDAS BOX,152,2,8.0,9.5
tt1436562,RIO (New Parkway Family Classics),320,2,8.0,20.0
tt1674785,DRUNK STONED BRILLIANT DEAD: THE STORY OF THE NATIONAL LAMPOON,104,2,8.0,6.5
tt1731697,THE LORDS OF SALEM,187,2,6.0,15.5
tt1976000,THE TWO FACES OF JANUARY,64,2,8.0,4.0
tt2079512,"HERMAN'S HOUSE, co-presented by UnCommon Law and featuring a post-film discussion (Doc Night)--TOTALLY SOLD OUT!!",2328,2,9.0,129.333333333333
tt2125467,"CHARLES BRADLEY: SOUL OF AMERICA (<a target=”_blank” href=http://brownpapertickets.com/event/446747>Purchase Tickets Online</a>), presented by Broaklyn Film and Theater Company",455,2,8.0,28.375
tt2141739,FOOD CHAINS - Movie only! (<a target=”_blank” href=http://brownpapertickets.com/event/1798522>Purchase Tickets Online</a>),341,2,9.0,18.8888888888889
tt2280836,SWEET DREAMS,681,2,9.0,37.7777777777778
tt2322519,LEMONADE: DETROIT and MY BROOKLYN (Doc Night at The New Parkway),250,2,6.0,20.8333333333333
tt2359427,LINSANITY (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/521910>Purchase Tickets Online</a>),231,2,8.0,14.375
tt2381957,"LET'S STAY TOGETHER, presented by filmmaker Joshua Bee Alafia) (<a target=”_blank” href=http://www.brownpapertickets.com/event/510207>Purchase Tickets Online</a>)",1405,2,10.0,70.2
tt2388715,OCULUS,256,2,8.0,16.0
tt2425486,GLORIA,332,2,9.0,18.4444444444444
tt2507128,BIRTH OF THE LIVING DEAD (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/471523>Purchase Tickets Online</a>),330,2,8.0,20.625
tt2515030,ESCOBAR: PARADISE LOST,283,2,8.0,17.625
tt2517658,THE CANAL,176,2,8.0,11.0
tt2545428,MERU--MUST END TONIGHT!!,420,2,8.0,26.25
tt2555302,MATT SHEPARD IS A FRIEND OF MINE,112,2,8.0,7.0
tt2654192,LLYN FOULKES: ONE MAN BAND (Doc Night),152,2,8.0,9.5
tt2925642,KIDS FOR CASH,472,2,8.0,29.5
tt2942522,MOEBIUS,152,2,8.0,9.5
tt2961890,"ROCKS IN MY POCKET, with post-film Q&A featuring director Signe Baumane (<a target=”_blank” href=http://brownpapertickets.com/event/972991>Purchase Tickets Online</a>)",220,2,10.0,11.0
tt2995810,"<a href=""http://www.FistUp.Tv"">4th Annual Fist Up Film Festival</a> presents THE AFRICAN CYPHER (<a target=""_blank"" href=""http://www.brownpapertickets.com/event/399371"">Purchase Tickets Online</a>)",1594,2,8.0,99.625
tt3148834,THUNDER AND THE HOUSE OF MAGIC,244,2,8.0,15.25
tt3268458,THE INTERNET'S OWN BOY (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/764142>Purchase Tickets Online</a>),282,2,8.0,17.625
tt3302820,COWSPIRACY: THE SUSTAINABILITY SECRET (<a target=”_blank” href=http://brownpapertickets.com/event/830543>Purchase Tickets Online</a>),1724,2,9.0,95.7777777777778
tt3311588,VESSEL,88,2,8.0,5.5
tt3808342,SON OF SAUL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/532?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),87,2,8.0,5.375
tt3824412,RESULTS,80,2,8.0,5.0
tt3859076,TRUTH (Baby Brigade),304,2,8.0,19.0
tt4229236,COBAIN: MONTAGE OF HECK,423,2,8.0,26.375
tt4935334,SOUTHBOUND (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/312?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),68,2,8.0,4.25
tt4935446,HEART OF A DOG (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2481220>Purchase Tickets Online</a>),544,2,8.0,34.0
tt5434972,FASTBALL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/490?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),141,2,8.0,8.75
tt0024216,"KING KONG hosted by Lord Blood-Rah (Thrillville Theater) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/383993"">Purchase Tickets Online</a>",204,1,6.0,34.0
tt0026138,THE BRIDE OF FRANKENSTEIN with guest host LORD BLOOD-RAH (THRILLVILLE THEATER),240,1,6.0,40.0
tt0034583,CASABLANCA (<a target=”_blank” href=http://brownpapertickets.com/event/577682>Purchase Tickets Online</a>),758,1,8.0,94.75
tt0037913,"MILDRED PIERCE (Mother's Day Brunch) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/376177"">Purchase Tickets Online</a>",162,1,6.0,27.0
tt0038355,THE BIG SLEEP (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/465355>Purchase Tickets Online</a>),80,1,8.0,10.0
tt0040068,ABBOTT AND COSTELLO MEET FRANKENSTEIN (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/466326>Purchase Tickets Online</a>),224,1,8.0,28.0
tt0040522,THE BICYCLE THIEF a.k.a. Ladri di biciclette (Bike-centric Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/671888>Purchase Tickets Online</a>),248,1,8.0,31.0
tt0040613,"MR. BLANDINGS BUILDS HIS DREAM HOUSE, co-presented by The American Institute of Architects, East Bay Chapter (<a target=”_blank” href=http://brownpapertickets.com/event/852933>Purchase Tickets Online</a>)",104,1,8.0,13.0
